t,MV,PV,DV,MVP,MVI,MVD,MVFF,Man
7.340000000000000000e+02,4.585494820315921061e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544597177394322784e+01,3.384029822349690630e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.350000000000000000e+02,4.584240682920096077e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544639699768890040e+01,3.254363845310453418e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.360000000000000000e+02,4.583036229677438200e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544682222143457295e+01,3.129666283587918540e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.370000000000000000e+02,4.581879556838688927e+01,7.703700000000000614e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544724744518024551e+01,3.009746762256273467e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.380000000000000000e+02,4.546064481824623726e+01,7.700499999999999545e+01,5.000000000000000000e+01,-9.671176067770444196e-02,4.544666473115839977e+01,1.106918477655434163e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.390000000000000000e+02,4.562934248009526073e+01,7.697299999999999898e+01,5.000000000000000000e+01,-1.306915684832438314e-02,4.544658598602030963e+01,1.958256509232787490e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.400000000000000000e+02,4.579528203621722326e+01,7.706900000000000261e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544701120976598219e+01,2.776973794702225495e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.410000000000000000e+02,4.526450144410789278e+01,7.700499999999999545e+01,5.000000000000000000e+01,-1.803543645070473656e-01,4.544592452686037376e+01,-1.068718245437194625e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.420000000000000000e+02,4.561049922907274379e+01,7.700499999999999545e+01,5.000000000000000000e+01,-1.306915684832438314e-02,4.544584578172228362e+01,1.777226041987841343e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.430000000000000000e+02,4.560361068132499440e+01,7.703700000000000614e+01,5.000000000000000000e+01,-1.306915684832438314e-02,4.544576703658419348e+01,1.709128015891274444e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.440000000000000000e+02,4.542346130611785782e+01,7.716599999999999682e+01,5.000000000000000000e+01,-9.671176067770444196e-02,4.544518432256234775e+01,7.498874423321502669e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.450000000000000000e+02,4.472049565554224415e+01,7.726300000000000523e+01,5.000000000000000000e+01,-4.338960073647558091e-01,4.544256998397784741e+01,-2.881783210708419030e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.460000000000000000e+02,4.420293562313684532e+01,7.719799999999999329e+01,5.000000000000000000e+01,-6.874376502225014729e-01,4.543842798971444807e+01,-5.480547163551010570e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.470000000000000000e+02,4.457225953138642183e+01,7.716599999999999682e+01,5.000000000000000000e+01,-5.175386111940987188e-01,4.543530968224618505e+01,-3.455115396656616711e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.480000000000000000e+02,4.475590195932042548e+01,7.729500000000000171e+01,5.000000000000000000e+01,-4.338960073647558091e-01,4.543269534366168472e+01,-2.428973769764996571e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.490000000000000000e+02,4.406308513667740101e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.542804938051452268e+01,-5.938839897852778993e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+02,9.830674469500219459e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.558089369354222953e+01,2.735861755883927060e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.510000000000000000e+02,9.741128799933886739e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.573373800656993637e+01,2.631031655014823301e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.520000000000000000e+02,9.655599908636628470e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.588658231959764322e+01,2.530218332414793991e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.530000000000000000e+02,9.573933884589287402e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.603942663262535007e+01,2.433267877064684015e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.540000000000000000e+02,9.495982714186069984e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.619227094565305691e+01,2.340032275358695202e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.550000000000000000e+02,9.421604055263161115e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.634511525868076376e+01,2.250369185133014227e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.560000000000000000e+02,9.350661019785907513e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.649795957170847061e+01,2.164141718352991361e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.570000000000000000e+02,9.283021964862788877e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.665080388473617745e+01,2.081218232127101686e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.580000000000000000e+02,9.218560291767089154e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.680364819776388430e+01,2.001472127728631278e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.590000000000000000e+02,9.157154252659485394e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.695649251079159114e+01,1.924781657318256478e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.600000000000000000e+02,9.098686764716437381e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.710933682381929799e+01,1.851029738072438491e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.610000000000000000e+02,9.043045231380635585e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.726218113684700484e+01,1.780103773433866721e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.620000000000000000e+02,8.990121370460596495e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.741502544987471168e+01,1.711895481211055525e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.630000000000000000e+02,8.939811048816964956e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.756786976290241853e+01,1.646300728264652946e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.640000000000000000e+02,8.892014123383161461e+01,7.729500000000000171e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.772071407593012538e+01,1.583219371528079478e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.650000000000000000e+02,8.846634288277635960e+01,7.735899999999999466e+01,5.000000000000000000e+01,2.536723344262069446e+01,4.787355838895783222e+01,1.522555105119784713e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.660000000000000000e+02,8.768874575998351872e+01,7.735899999999999466e+01,5.000000000000000000e+01,2.519994823496200809e+01,4.802539476421802078e+01,1.446340276080349163e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.670000000000000000e+02,8.728638747717494084e+01,7.739199999999999591e+01,5.000000000000000000e+01,2.519994823496200809e+01,4.817723113947820934e+01,1.390920810273472696e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.680000000000000000e+02,8.672631997464910114e+01,7.742400000000000659e+01,5.000000000000000000e+01,2.511369179976298582e+01,4.832854779682701718e+01,1.328408037805910524e+01,0.000000000000000000e+00,0.000000000000000000e+00
